Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Object Repository/Login/android.widget.EditText - password""), 0)",,,,2022-12-21 12:30:21,2022-12-21 12:30:23,1.857s,PASSED
"setText(findTestObject(""Object Repository/Login/android.widget.EditText (1)""), ""12344321"", 0)",,,,2022-12-21 12:30:23,2022-12-21 12:30:23,0.259s,PASSED
hideKeyboard(),,,,2022-12-21 12:30:23,2022-12-21 12:30:26,2.994s,PASSED
"tap(findTestObject(""Object Repository/Login/android.widget.Button""), 0)",,,,2022-12-21 12:30:26,2022-12-21 12:30:29,2.775s,PASSED
"verifyElementText(findTestObject(""LoginFinal/android.view.View (1)""), """")",,,,2022-12-21 12:30:29,2022-12-21 12:31:00,30.923s,FAILED
,,,,,,,
Test Cases/ForgetPassword/TC_Forget_01,,,,2022-12-21 12:31:00,2022-12-21 12:31:00,0.210s,FAILED
"startApplication(""E:\SEMESTER 7\MBKM\Capstone Project\CICD\Aplikasi\Terbaru\app-release.apk"", true)",,,,2022-12-21 12:31:00,2022-12-21 12:31:00,0.004s,FAILED
,,,,,,,
Test Cases/Explore/TC_Explore_01,,,,2022-12-21 12:31:00,2022-12-21 12:31:00,0.197s,PASSED
return null,,,,2022-12-21 12:31:00,2022-12-21 12:31:00,0.000s,PASSED
,,,,,,,
Test Cases/Booking/Booking,,,,2022-12-21 12:31:00,2022-12-21 12:31:00,0.214s,FAILED
"startApplication(""E:\SEMESTER 7\MBKM\Capstone Project\CICD\Aplikasi\Terbaru\app-release.apk"", true)",,,,2022-12-21 12:31:00,2022-12-21 12:31:00,0.003s,FAILED
